Время;Значение
11:08:00,251;4134,46003811542
11:08:00,353;4131,84616668742
11:08:00,457;4137,45792426269
11:08:00,559;4153,44463054494
11:08:00,662;4160,95068706297
11:08:00,765;4163,27747462793
11:08:00,868;4158,9256480412
11:08:00,972;4149,48984034753
11:08:01,075;4139,76939481524
11:08:01,178;4132,40315635805
11:08:01,280;4128,14312121409
11:08:01,384;4128,09607086776
11:08:01,486;4133,35953260563
11:08:01,590;4143,03503423371
11:08:01,692;4156,47043885042
11:08:01,793;4171,45133740515
11:08:01,899;4181,89266514495
11:08:02,001;4188,95836904498
11:08:02,105;4190,12982922303
11:08:02,207;4187,45367046689
11:08:02,310;4184,57663049899
11:08:02,414;4184,80784934039
11:08:02,514;4189,9985476746
11:08:02,620;4199,47052032428
11:08:02,722;4213,75544398534
11:08:02,825;4229,21264793167
11:08:02,929;4243,77256426179
11:08:03,030;4257,3379658185
11:08:03,134;4266,86328676965
11:08:03,236;4271,42197357268
11:08:03,341;4270,91628779504
11:08:03,444;4267,29272235918
11:08:03,547;4263,77032204913
11:08:03,650;4260,01956943224
11:08:03,760;4257,99777835714
11:08:03,855;4258,26352294557
11:08:03,957;4261,89110699647
11:08:04,062;4269,39256863231
11:08:04,164;4278,68137157272
11:08:04,267;4283,9670944035
11:08:04,370;4274,67041702789
11:08:04,475;4251,28560015706
11:08:04,576;4217,27788402514
11:08:04,680;4176,10431959822
11:08:04,782;4132,57426255313
11:08:04,886;4094,28713024208
11:08:04,995;4075,99108958431
11:08:05,091;4081,23261364714
11:08:05,196;4099,87400985201
11:08:05,297;4118,86558594037
11:08:05,401;4134,57938221476
11:08:05,503;4146,12118751399
11:08:05,606;4155,51486760216
11:08:05,710;4161,63180232897
11:08:05,812;4167,02578715186
11:08:05,915;4173,46637049673
11:08:06,016;4182,80374370817
11:08:06,122;4194,04887999624
11:08:06,223;4210,41972465617
11:08:06,336;4230,16719034697
11:08:06,430;4255,24869722169
11:08:06,534;4284,78774936471
11:08:06,637;4316,20915577565
11:08:06,739;4339,07067393031
11:08:06,843;4349,59606267586
11:08:06,945;4351,63758004737
11:08:07,047;4345,71309202623
11:08:07,152;4333,28817733774
11:08:07,254;4321,17278446109
11:08:07,358;4315,72462273122
11:08:07,459;4313,93579450156
11:08:07,561;4313,69617789066
11:08:07,666;4311,52658505726
11:08:07,769;4302,8954588381
11:08:07,873;4285,94535707359
11:08:07,976;4261,26345730083
11:08:08,079;4232,05421068017
11:08:08,181;4174,55479485599
11:08:08,285;4159,16452174484
11:08:08,386;4153,48242552733
11:08:08,490;4155,55172794671
11:08:08,593;4160,64388387768
11:08:08,697;4164,99709686001
11:08:08,800;4166,09989825078
11:08:08,901;4165,30528658332
11:08:09,007;4160,49398726554
11:08:09,107;4155,35350317132
11:08:09,212;4148,86804891266
11:08:09,314;4140,5932344535
11:08:09,418;4132,21379298953
11:08:09,520;4127,04727437135
11:08:09,622;4125,87289651057
11:08:09,726;4128,06000737548
11:08:09,828;4134,46011230707
11:08:09,933;4147,40707094858
11:08:10,036;4165,82598558604
11:08:10,139;4188,11481375613
11:08:10,241;4211,25891504531
11:08:10,346;4229,87205569837
11:08:10,446;4242,37604585899
11:08:10,550;4249,81772236464
11:08:10,654;4251,98166001019
11:08:10,757;4249,72475809904
11:08:10,860;4242,55731286068
11:08:10,962;4233,35563403683
11:08:11,066;4226,11414040478
11:08:11,168;4221,33937572693
11:08:11,271;4219,03889875934
11:08:11,376;4217,09095680391
11:08:11,477;4218,68167635801
11:08:11,581;4227,14937540758
11:08:11,684;4245,23358604443
11:08:11,787;4270,7792852747
11:08:11,890;4292,7377500909
11:08:11,992;4291,57949436284
11:08:12,096;4278,29359185112
11:08:12,198;4263,24247855493
11:08:12,300;4245,19584220623
11:08:12,406;4229,12464295042
11:08:12,508;4216,09688039397
11:08:12,611;4206,7772431124
11:08:12,714;4192,11023725271
11:08:12,818;4168,46890689372
